@RELATION hotel_bookings

@ATTRIBUTE Unnamed: 0 NUMERIC
@ATTRIBUTE hotel NUMERIC
@ATTRIBUTE is_canceled NUMERIC
@ATTRIBUTE lead_time NUMERIC
@ATTRIBUTE arrival_date_year NUMERIC
@ATTRIBUTE arrival_date_month NUMERIC
@ATTRIBUTE arrival_date_week_number NUMERIC
@ATTRIBUTE arrival_date_day_of_month NUMERIC
@ATTRIBUTE stays_in_weekend_nights NUMERIC
@ATTRIBUTE stays_in_week_nights NUMERIC
@ATTRIBUTE adults NUMERIC
@ATTRIBUTE children NUMERIC
@ATTRIBUTE babies NUMERIC
@ATTRIBUTE meal NUMERIC
@ATTRIBUTE country NUMERIC
@ATTRIBUTE market_segment NUMERIC
@ATTRIBUTE distribution_channel NUMERIC
@ATTRIBUTE reserved_room_type NUMERIC
@ATTRIBUTE assigned_room_type NUMERIC
@ATTRIBUTE booking_changes NUMERIC
@ATTRIBUTE deposit_type NUMERIC
@ATTRIBUTE agent NUMERIC
@ATTRIBUTE customer_type NUMERIC
@ATTRIBUTE adr NUMERIC
@ATTRIBUTE required_car_parking_spaces NUMERIC
@ATTRIBUTE total_of_special_requests NUMERIC
@ATTRIBUTE reservation_status NUMERIC
@ATTRIBUTE reservation_status_date NUMERIC

@DATA
11.0,0.0,0.0,35.0,2015.0,1.0,27.0,1.0,0.0,4.0,2.0,0.0,0.0,2.0,28.0,5.0,2.0,2.0,3.0,0.0,0.0,240.0,2.0,145.0,0.0,0.0,1.0,86.0
12.0,0.0,0.0,68.0,2015.0,1.0,27.0,1.0,0.0,4.0,2.0,0.0,0.0,0.0,33.0,5.0,2.0,2.0,4.0,0.0,0.0,240.0,2.0,97.0,0.0,3.0,1.0,86.0
13.0,0.0,0.0,18.0,2015.0,1.0,27.0,1.0,0.0,4.0,2.0,1.0,0.0,2.0,12.0,5.0,2.0,5.0,6.0,1.0,0.0,241.0,2.0,154.77,0.0,1.0,1.0,86.0
14.0,0.0,0.0,37.0,2015.0,1.0,27.0,1.0,0.0,4.0,2.0,0.0,0.0,0.0,28.0,5.0,2.0,3.0,4.0,0.0,0.0,241.0,2.0,94.71,0.0,0.0,1.0,86.0
15.0,0.0,0.0,68.0,2015.0,1.0,27.0,1.0,0.0,4.0,2.0,0.0,0.0,0.0,19.0,5.0,2.0,2.0,4.0,0.0,0.0,240.0,2.0,97.0,0.0,3.0,1.0,86.0
16.0,0.0,0.0,37.0,2015.0,1.0,27.0,1.0,0.0,4.0,2.0,0.0,0.0,0.0,28.0,4.0,2.0,3.0,4.0,0.0,0.0,8.0,0.0,97.5,0.0,0.0,1.0,86.0
17.0,0.0,0.0,12.0,2015.0,1.0,27.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,19.0,5.0,2.0,0.0,4.0,0.0,0.0,240.0,2.0,88.2,0.0,0.0,1.0,71.0
18.0,0.0,0.0,0.0,2015.0,1.0,27.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,15.0,1.0,0.0,0.0,6.0,0.0,0.0,240.0,2.0,107.42,0.0,0.0,1.0,71.0
19.0,0.0,0.0,7.0,2015.0,1.0,27.0,1.0,0.0,4.0,2.0,0.0,0.0,0.0,16.0,2.0,1.0,5.0,6.0,0.0,0.0,250.0,2.0,153.0,0.0,1.0,1.0,86.0
20.0,0.0,0.0,37.0,2015.0,1.0,27.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,16.0,5.0,2.0,4.0,5.0,0.0,0.0,241.0,2.0,97.29,0.0,1.0,1.0,87.0
21.0,0.0,0.0,72.0,2015.0,1.0,27.0,1.0,2.0,4.0,2.0,0.0,0.0,0.0,28.0,2.0,1.0,0.0,0.0,1.0,0.0,250.0,2.0,84.67,0.0,1.0,1.0,88.0
23.0,0.0,0.0,72.0,2015.0,1.0,27.0,1.0,2.0,4.0,2.0,0.0,0.0,0.0,28.0,2.0,1.0,2.0,3.0,1.0,0.0,250.0,2.0,99.67,0.0,1.0,1.0,88.0
24.0,0.0,0.0,127.0,2015.0,1.0,27.0,1.0,2.0,5.0,2.0,0.0,0.0,2.0,16.0,4.0,2.0,2.0,8.0,0.0,0.0,115.0,0.0,94.95,0.0,1.0,1.0,60.0
25.0,0.0,0.0,78.0,2015.0,1.0,27.0,1.0,2.0,5.0,2.0,0.0,0.0,0.0,28.0,4.0,2.0,2.0,3.0,0.0,0.0,5.0,2.0,63.6,1.0,0.0,1.0,89.0
26.0,0.0,0.0,48.0,2015.0,1.0,27.0,1.0,2.0,5.0,2.0,0.0,0.0,0.0,19.0,4.0,2.0,2.0,3.0,0.0,0.0,8.0,0.0,79.5,0.0,0.0,1.0,89.0
27.0,0.0,1.0,60.0,2015.0,1.0,27.0,1.0,2.0,5.0,2.0,0.0,0.0,0.0,28.0,5.0,2.0,3.0,4.0,0.0,0.0,240.0,2.0,107.0,0.0,2.0,0.0,16.0
28.0,0.0,0.0,77.0,2015.0,1.0,27.0,1.0,2.0,5.0,2.0,0.0,0.0,0.0,28.0,5.0,2.0,0.0,0.0,0.0,0.0,240.0,2.0,94.0,0.0,0.0,1.0,89.0
29.0,0.0,0.0,99.0,2015.0,1.0,27.0,1.0,2.0,5.0,2.0,0.0,0.0,0.0,28.0,5.0,2.0,2.0,3.0,0.0,0.0,240.0,2.0,87.3,1.0,1.0,1.0,89.0
30.0,0.0,0.0,118.0,2015.0,1.0,27.0,1.0,4.0,10.0,1.0,0.0,0.0,0.0,28.0,2.0,1.0,0.0,0.0,2.0,0.0,240.0,2.0,62.0,0.0,2.0,1.0,66.0
31.0,0.0,0.0,95.0,2015.0,1.0,27.0,1.0,4.0,11.0,2.0,0.0,0.0,0.0,16.0,4.0,2.0,2.0,3.0,0.0,0.0,241.0,2.0,63.86,0.0,0.0,1.0,67.0
32.0,0.0,1.0,96.0,2015.0,1.0,27.0,1.0,2.0,8.0,2.0,0.0,0.0,0.0,28.0,2.0,1.0,3.0,4.0,0.0,0.0,240.0,2.0,108.3,0.0,2.0,0.0,31.0
33.0,0.0,0.0,69.0,2015.0,1.0,27.0,2.0,2.0,4.0,2.0,0.0,0.0,0.0,19.0,4.0,2.0,0.0,2.0,0.0,0.0,175.0,2.0,65.5,0.0,0.0,1.0,89.0
34.0,0.0,1.0,45.0,2015.0,1.0,27.0,2.0,1.0,3.0,3.0,0.0,0.0,0.0,28.0,5.0,2.0,2.0,3.0,0.0,0.0,241.0,2.0,108.8,0.0,1.0,0.0,23.0
35.0,0.0,1.0,40.0,2015.0,1.0,27.0,2.0,1.0,3.0,3.0,0.0,0.0,0.0,28.0,5.0,2.0,2.0,3.0,0.0,0.0,241.0,2.0,108.8,0.0,1.0,0.0,44.0
36.0,0.0,0.0,15.0,2015.0,1.0,27.0,2.0,1.0,3.0,2.0,0.0,0.0,0.0,12.0,5.0,2.0,0.0,2.0,0.0,0.0,240.0,2.0,98.0,0.0,0.0,1.0,87.0
37.0,0.0,0.0,36.0,2015.0,1.0,27.0,2.0,1.0,3.0,3.0,0.0,0.0,0.0,28.0,5.0,2.0,2.0,3.0,0.0,0.0,241.0,2.0,108.8,0.0,1.0,1.0,87.0
38.0,0.0,1.0,43.0,2015.0,1.0,27.0,2.0,1.0,3.0,3.0,0.0,0.0,0.0,28.0,5.0,2.0,2.0,3.0,0.0,0.0,241.0,2.0,108.8,0.0,0.0,0.0,26.0
39.0,0.0,0.0,70.0,2015.0,1.0,27.0,2.0,2.0,3.0,2.0,0.0,0.0,2.0,29.0,2.0,1.0,3.0,4.0,0.0,0.0,250.0,2.0,137.0,0.0,1.0,1.0,88.0
40.0,0.0,1.0,45.0,2015.0,1.0,27.0,2.0,2.0,3.0,2.0,0.0,0.0,0.0,28.0,5.0,2.0,5.0,6.0,0.0,0.0,241.0,2.0,117.81,0.0,0.0,0.0,22.0
41.0,0.0,0.0,45.0,2015.0,1.0,27.0,2.0,2.0,3.0,2.0,0.0,0.0,0.0,19.0,4.0,2.0,2.0,3.0,0.0,0.0,8.0,0.0,79.5,0.0,0.0,1.0,88.0
42.0,0.0,0.0,16.0,2015.0,1.0,27.0,2.0,2.0,3.0,2.0,0.0,0.0,0.0,12.0,2.0,1.0,4.0,5.0,0.0,0.0,240.0,2.0,123.0,0.0,0.0,1.0,88.0
44.0,0.0,0.0,107.0,2015.0,1.0,27.0,2.0,2.0,5.0,2.0,0.0,0.0,0.0,28.0,5.0,2.0,0.0,0.0,0.0,0.0,240.0,2.0,110.7,0.0,2.0,1.0,90.0
45.0,0.0,1.0,47.0,2015.0,1.0,27.0,2.0,2.0,5.0,2.0,2.0,0.0,0.0,28.0,5.0,2.0,5.0,6.0,0.0,0.0,240.0,2.0,153.0,0.0,0.0,0.0,45.0
46.0,0.0,0.0,96.0,2015.0,1.0,27.0,2.0,2.0,5.0,2.0,0.0,0.0,0.0,12.0,4.0,2.0,0.0,0.0,0.0,0.0,134.0,2.0,58.95,0.0,1.0,1.0,90.0
47.0,0.0,0.0,113.0,2015.0,1.0,27.0,2.0,2.0,5.0,2.0,0.0,0.0,0.0,25.0,4.0,2.0,3.0,4.0,0.0,0.0,156.0,3.0,82.88,0.0,2.0,1.0,90.0
48.0,0.0,0.0,90.0,2015.0,1.0,27.0,2.0,2.0,5.0,2.0,0.0,0.0,2.0,16.0,4.0,2.0,0.0,1.0,1.0,0.0,243.0,0.0,82.35,0.0,0.0,1.0,90.0
49.0,0.0,0.0,50.0,2015.0,1.0,27.0,2.0,2.0,5.0,2.0,0.0,0.0,2.0,19.0,5.0,2.0,3.0,5.0,1.0,0.0,241.0,2.0,119.35,0.0,1.0,1.0,90.0
50.0,0.0,0.0,113.0,2015.0,1.0,27.0,2.0,2.0,5.0,2.0,0.0,0.0,0.0,25.0,4.0,2.0,2.0,3.0,0.0,0.0,156.0,3.0,67.58,0.0,2.0,1.0,90.0
51.0,0.0,0.0,93.0,2015.0,1.0,27.0,2.0,3.0,8.0,2.0,0.0,0.0,0.0,19.0,4.0,2.0,0.0,0.0,0.0,0.0,156.0,0.0,56.01,0.0,0.0,1.0,64.0
52.0,0.0,0.0,76.0,2015.0,1.0,27.0,2.0,4.0,10.0,2.0,0.0,0.0,0.0,26.0,4.0,2.0,2.0,3.0,0.0,0.0,243.0,0.0,110.7,0.0,0.0,1.0,67.0
53.0,0.0,0.0,3.0,2015.0,1.0,27.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,12.0,5.0,2.0,0.0,2.0,0.0,0.0,240.0,2.0,88.2,1.0,0.0,1.0,82.0
54.0,0.0,0.0,1.0,2015.0,1.0,27.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,5.0,2.0,6.0,7.0,0.0,0.0,240.0,2.0,147.0,1.0,0.0,1.0,82.0
55.0,0.0,0.0,1.0,2015.0,1.0,27.0,2.0,0.0,1.0,2.0,2.0,0.0,0.0,12.0,2.0,1.0,1.0,2.0,0.0,0.0,240.0,2.0,107.0,1.0,2.0,1.0,82.0
56.0,0.0,0.0,0.0,2015.0,1.0,27.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,28.0,2.0,1.0,6.0,7.0,0.0,0.0,240.0,2.0,147.0,0.0,0.0,1.0,82.0
57.0,0.0,0.0,0.0,2015.0,1.0,27.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,28.0,5.0,2.0,0.0,3.0,0.0,0.0,240.0,2.0,117.9,0.0,2.0,1.0,82.0
58.0,0.0,0.0,0.0,2015.0,1.0,27.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,28.0,2.0,1.0,5.0,6.0,0.0,0.0,240.0,2.0,123.0,0.0,0.0,1.0,82.0
59.0,0.0,0.0,14.0,2015.0,1.0,27.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,33.0,5.0,2.0,0.0,2.0,0.0,0.0,242.0,2.0,98.0,0.0,1.0,1.0,85.0
60.0,0.0,0.0,10.0,2015.0,1.0,27.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,28.0,5.0,2.0,5.0,6.0,0.0,0.0,241.0,2.0,117.81,0.0,0.0,1.0,85.0
61.0,0.0,0.0,5.0,2015.0,1.0,27.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,19.0,5.0,2.0,3.0,4.0,0.0,0.0,240.0,2.0,135.0,1.0,2.0,1.0,85.0
62.0,0.0,0.0,17.0,2015.0,1.0,27.0,2.0,0.0,3.0,2.0,0.0,0.0,0.0,12.0,2.0,1.0,4.0,5.0,0.0,0.0,250.0,2.0,133.0,0.0,1.0,1.0,86.0
63.0,0.0,0.0,93.0,2015.0,1.0,27.0,2.0,0.0,3.0,2.0,0.0,0.0,0.0,19.0,4.0,2.0,0.0,2.0,0.0,0.0,115.0,0.0,58.95,0.0,0.0,1.0,86.0
64.0,0.0,1.0,3.0,2015.0,1.0,27.0,2.0,0.0,3.0,2.0,0.0,0.0,2.0,28.0,5.0,2.0,0.0,0.0,0.0,0.0,240.0,2.0,136.33,0.0,2.0,0.0,52.0
65.0,0.0,0.0,10.0,2015.0,1.0,27.0,3.0,0.0,2.0,2.0,2.0,0.0,0.0,33.0,5.0,2.0,5.0,7.0,0.0,0.0,240.0,2.0,153.0,1.0,0.0,1.0,86.0
66.0,0.0,0.0,3.0,2015.0,1.0,27.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,12.0,5.0,2.0,0.0,2.0,0.0,0.0,240.0,2.0,110.5,0.0,0.0,1.0,86.0
67.0,0.0,0.0,51.0,2015.0,1.0,27.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,27.0,5.0,2.0,2.0,3.0,0.0,0.0,242.0,2.0,97.0,0.0,0.0,1.0,86.0
68.0,0.0,1.0,71.0,2015.0,1.0,27.0,3.0,0.0,2.0,3.0,0.0,0.0,0.0,28.0,4.0,2.0,0.0,0.0,0.0,0.0,242.0,2.0,110.3,0.0,2.0,0.0,41.0
69.0,0.0,1.0,63.0,2015.0,1.0,27.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,28.0,5.0,2.0,0.0,0.0,0.0,0.0,240.0,2.0,82.0,0.0,2.0,0.0,43.0
70.0,0.0,1.0,62.0,2015.0,1.0,27.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,28.0,5.0,2.0,2.0,3.0,0.0,0.0,240.0,2.0,97.0,0.0,1.0,0.0,82.0
71.0,0.0,1.0,101.0,2015.0,1.0,27.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,28.0,5.0,2.0,0.0,0.0,0.0,0.0,240.0,2.0,73.8,0.0,1.0,0.0,38.0
72.0,0.0,0.0,2.0,2015.0,1.0,27.0,3.0,0.0,2.0,2.0,0.0,0.0,2.0,28.0,4.0,2.0,0.0,0.0,0.0,0.0,3.0,2.0,91.5,0.0,0.0,1.0,86.0
73.0,0.0,0.0,15.0,2015.0,1.0,27.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,12.0,5.0,2.0,0.0,0.0,0.0,0.0,240.0,2.0,114.5,0.0,0.0,1.0,86.0
74.0,0.0,1.0,51.0,2015.0,1.0,27.0,3.0,0.0,2.0,3.0,0.0,0.0,0.0,28.0,5.0,2.0,0.0,0.0,0.0,0.0,242.0,2.0,110.3,0.0,0.0,0.0,59.0
75.0,0.0,0.0,3.0,2015.0,1.0,27.0,3.0,1.0,2.0,2.0,0.0,0.0,0.0,12.0,5.0,2.0,0.0,0.0,0.0,0.0,240.0,2.0,90.9,1.0,0.0,1.0,87.0
76.0,0.0,1.0,48.0,2015.0,1.0,27.0,3.0,1.0,2.0,2.0,0.0,0.0,0.0,28.0,5.0,2.0,3.0,4.0,0.0,0.0,240.0,2.0,123.0,0.0,0.0,0.0,28.0
77.0,0.0,0.0,2.0,2015.0,1.0,27.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,28.0,5.0,2.0,0.0,0.0,0.0,0.0,240.0,2.0,122.0,0.0,0.0,1.0,88.0
78.0,0.0,0.0,72.0,2015.0,1.0,27.0,3.0,2.0,2.0,2.0,0.0,0.0,0.0,10.0,4.0,2.0,0.0,0.0,0.0,0.0,105.0,2.0,110.7,1.0,0.0,1.0,88.0
79.0,0.0,0.0,81.0,2015.0,1.0,27.0,3.0,2.0,6.0,3.0,0.0,0.0,0.0,28.0,4.0,2.0,2.0,3.0,0.0,0.0,5.0,2.0,85.86,0.0,0.0,1.0,62.0
80.0,0.0,0.0,99.0,2015.0,1.0,27.0,3.0,2.0,7.0,2.0,0.0,0.0,0.0,15.0,4.0,2.0,0.0,0.0,0.0,0.0,40.0,0.0,58.95,0.0,0.0,1.0,63.0
81.0,0.0,1.0,368.0,2015.0,1.0,27.0,3.0,3.0,7.0,2.0,0.0,0.0,0.0,28.0,4.0,2.0,0.0,0.0,0.0,0.0,40.0,0.0,55.68,0.0,0.0,0.0,23.0
82.0,0.0,0.0,364.0,2015.0,1.0,27.0,3.0,3.0,7.0,2.0,0.0,0.0,0.0,16.0,4.0,2.0,0.0,0.0,0.0,0.0,40.0,0.0,55.68,0.0,0.0,1.0,64.0
83.0,0.0,1.0,81.0,2015.0,1.0,27.0,3.0,3.0,7.0,2.0,0.0,0.0,2.0,28.0,2.0,1.0,0.0,0.0,2.0,0.0,250.0,2.0,124.0,0.0,1.0,0.0,59.0
84.0,0.0,0.0,99.0,2015.0,1.0,27.0,3.0,3.0,7.0,2.0,0.0,0.0,2.0,16.0,4.0,2.0,3.0,4.0,0.0,0.0,115.0,0.0,111.15,0.0,0.0,1.0,64.0
85.0,0.0,0.0,324.0,2015.0,1.0,27.0,3.0,4.0,10.0,2.0,0.0,0.0,2.0,16.0,4.0,2.0,3.0,4.0,0.0,0.0,40.0,0.0,134.73,0.0,0.0,1.0,68.0
86.0,0.0,0.0,69.0,2015.0,1.0,27.0,3.0,4.0,10.0,2.0,0.0,0.0,0.0,16.0,5.0,2.0,4.0,5.0,1.0,0.0,241.0,2.0,92.45,0.0,1.0,1.0,68.0
87.0,0.0,1.0,79.0,2015.0,1.0,27.0,3.0,6.0,15.0,2.0,1.0,0.0,0.0,28.0,4.0,2.0,0.0,0.0,0.0,0.0,242.0,2.0,108.73,0.0,2.0,0.0,7.0
88.0,0.0,0.0,12.0,2015.0,1.0,27.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,16.0,5.0,2.0,0.0,2.0,0.0,0.0,240.0,2.0,73.8,0.0,0.0,1.0,85.0
89.0,0.0,0.0,9.0,2015.0,1.0,27.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,28.0,5.0,2.0,0.0,2.0,0.0,0.0,240.0,2.0,98.0,1.0,2.0,1.0,85.0
90.0,0.0,0.0,1.0,2015.0,1.0,27.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,12.0,5.0,2.0,0.0,2.0,0.0,0.0,240.0,2.0,131.0,0.0,1.0,1.0,85.0
91.0,0.0,0.0,21.0,2015.0,1.0,27.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,28.0,5.0,2.0,3.0,4.0,0.0,0.0,240.0,2.0,123.0,0.0,0.0,1.0,85.0
92.0,0.0,0.0,9.0,2015.0,1.0,27.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,33.0,5.0,2.0,1.0,2.0,0.0,0.0,241.0,2.0,94.71,0.0,0.0,1.0,85.0
93.0,0.0,0.0,109.0,2015.0,1.0,27.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,240.0,2.0,123.0,0.0,2.0,1.0,85.0
94.0,0.0,1.0,109.0,2015.0,1.0,27.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,28.0,5.0,2.0,0.0,0.0,0.0,0.0,240.0,2.0,123.0,0.0,1.0,0.0,28.0
95.0,0.0,1.0,72.0,2015.0,1.0,27.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,28.0,5.0,2.0,0.0,0.0,0.0,0.0,240.0,2.0,73.8,0.0,1.0,0.0,52.0
96.0,0.0,1.0,63.0,2015.0,1.0,27.0,3.0,2.0,5.0,2.0,0.0,0.0,0.0,28.0,5.0,2.0,4.0,5.0,0.0,0.0,242.0,2.0,117.0,0.0,1.0,0.0,18.0
97.0,0.0,0.0,63.0,2015.0,1.0,27.0,3.0,2.0,5.0,3.0,0.0,0.0,2.0,12.0,4.0,2.0,3.0,4.0,0.0,0.0,105.0,2.0,196.54,0.0,1.0,1.0,61.0
98.0,0.0,0.0,101.0,2015.0,1.0,27.0,3.0,2.0,5.0,2.0,1.0,0.0,0.0,28.0,5.0,2.0,2.0,3.0,0.0,0.0,240.0,2.0,99.3,1.0,2.0,1.0,61.0
99.0,0.0,0.0,102.0,2015.0,1.0,27.0,3.0,2.0,5.0,2.0,0.0,0.0,0.0,10.0,2.0,1.0,3.0,4.0,0.0,0.0,250.0,2.0,90.95,0.0,0.0,1.0,61.0
100.0,0.0,0.0,4.0,2015.0,1.0,27.0,4.0,2.0,1.0,2.0,0.0,0.0,0.0,12.0,2.0,1.0,0.0,2.0,0.0,0.0,250.0,2.0,92.67,0.0,1.0,1.0,88.0
101.0,0.0,0.0,98.0,2015.0,1.0,27.0,4.0,2.0,1.0,2.0,0.0,0.0,0.0,15.0,4.0,2.0,2.0,3.0,0.0,0.0,8.0,2.0,71.55,1.0,0.0,1.0,88.0
102.0,0.0,0.0,92.0,2015.0,1.0,27.0,4.0,2.0,4.0,1.0,2.0,0.0,0.0,15.0,4.0,2.0,4.0,5.0,0.0,0.0,241.0,2.0,96.49,0.0,2.0,1.0,61.0
103.0,0.0,0.0,95.0,2015.0,1.0,27.0,4.0,2.0,4.0,2.0,0.0,0.0,0.0,28.0,5.0,2.0,0.0,2.0,0.0,0.0,240.0,2.0,85.8,1.0,2.0,1.0,61.0
104.0,0.0,0.0,102.0,2015.0,1.0,27.0,4.0,2.0,5.0,2.0,0.0,0.0,0.0,28.0,5.0,2.0,3.0,4.0,0.0,0.0,240.0,2.0,96.3,0.0,1.0,1.0,62.0
105.0,0.0,1.0,26.0,2015.0,1.0,27.0,4.0,2.0,5.0,2.0,2.0,0.0,0.0,28.0,5.0,2.0,6.0,7.0,0.0,0.0,240.0,2.0,163.0,0.0,0.0,0.0,59.0
106.0,0.0,1.0,73.0,2015.0,1.0,27.0,4.0,2.0,5.0,3.0,0.0,0.0,2.0,28.0,2.0,1.0,2.0,3.0,0.0,0.0,250.0,2.0,172.0,0.0,1.0,0.0,24.0
107.0,0.0,1.0,102.0,2015.0,1.0,27.0,4.0,2.0,5.0,2.0,0.0,0.0,0.0,28.0,5.0,2.0,0.0,0.0,0.0,0.0,240.0,2.0,110.7,0.0,1.0,0.0,9.0
108.0,0.0,0.0,115.0,2015.0,1.0,27.0,4.0,2.0,5.0,2.0,0.0,0.0,0.0,28.0,4.0,2.0,0.0,0.0,0.0,0.0,134.0,2.0,58.95,0.0,1.0,1.0,62.0
109.0,0.0,0.0,102.0,2015.0,1.0,27.0,4.0,2.0,5.0,2.0,0.0,1.0,0.0,28.0,5.0,2.0,0.0,0.0,0.0,0.0,240.0,2.0,73.8,0.0,2.0,1.0,62.0
110.0,0.0,0.0,86.0,2015.0,1.0,27.0,4.0,2.0,5.0,2.0,0.0,0.0,0.0,6.0,5.0,2.0,2.0,3.0,0.0,0.0,240.0,2.0,97.0,0.0,2.0,1.0,62.0
111.0,0.0,0.0,78.0,2015.0,1.0,27.0,4.0,2.0,5.0,2.0,0.0,1.0,2.0,28.0,5.0,2.0,3.0,5.0,0.0,0.0,240.0,2.0,139.0,0.0,2.0,1.0,62.0
112.0,0.0,0.0,52.0,2015.0,1.0,27.0,4.0,2.0,5.0,2.0,0.0,0.0,0.0,16.0,5.0,2.0,0.0,0.0,0.0,0.0,147.0,2.0,67.24,0.0,0.0,1.0,62.0
113.0,0.0,0.0,29.0,2015.0,1.0,27.0,4.0,2.0,6.0,3.0,0.0,0.0,0.0,28.0,5.0,2.0,3.0,4.0,0.0,0.0,241.0,2.0,116.5,0.0,1.0,1.0,63.0
114.0,0.0,1.0,101.0,2015.0,1.0,27.0,4.0,2.0,6.0,2.0,0.0,0.0,0.0,28.0,5.0,2.0,3.0,4.0,0.0,0.0,240.0,2.0,96.3,0.0,1.0,0.0,17.0
